config,n_top,window_i,n_trades,actual_roi,actual_mdd,actual_calmar,actual_ulcer,roi_rank_broken,mdd_rank,calmar_rank,ulcer_rank
forex,15,6,355,-2.383114876109992,24.603158945160658,-0.9686215015810973,15.016465442528506,38.7,60.800000000000004,39.2,35.1
forex,15,7,371,-1.3981561171191084,14.878051501820437,-0.93974410355283,8.82980301793387,0.9,76.10000000000001,23.900000000000002,53.5
forex,15,8,276,-0.40108780441105624,8.94059795436965,-0.4486140708463773,4.8323509319557845,47.0,16.900000000000002,83.10000000000001,22.8
forex,15,9,394,-1.8108718850410717,17.90343572909353,-1.0114661299888712,8.19323537148008,25.3,97.5,2.5,97.9
forex,15,10,331,-3.0770531544382513,31.16988152208546,-0.9871879532997265,17.654884083408977,37.9,71.8,28.200000000000003,63.0
forex,15,11,296,0.4479019297126111,3.6261706285364426,1.2351926469973882,1.5529191978944754,42.7,43.900000000000006,43.900000000000006,36.5
forex,15,12,317,0.3000457503242962,6.9391827165283075,0.4323935001878866,2.8112638232277622,42.2,5.5,5.5,12.600000000000001
forex,15,13,318,-0.9733838380226536,11.591322239056126,-0.8397522025079301,6.663624023669346,36.5,62.0,38.0,54.7
forex,15,14,375,-1.9794584573237053,20.468674482764754,-0.9670672416968034,11.809246043386182,3.5,78.80000000000001,21.200000000000003,59.900000000000006
forex,15,15,353,-1.2370892571453211,14.400455787835654,-0.8590625709155085,5.74274338650297,0.0,36.300000000000004,63.7,95.0
forex,20,1,422,-2.8032360338024236,28.431840293931373,-0.9859495568427062,16.807887257548085,22.5,80.4,19.6,46.400000000000006
forex,20,2,385,-0.5322551780461652,7.12021169074103,-0.7475271820054148,4.095826867036086,61.6,85.5,14.5,68.5
forex,20,3,440,-2.4302198536594113,25.56978895801342,-0.950426246243145,14.17044469682323,78.4,46.0,54.0,62.5
forex,20,4,441,-2.827233210408647,28.996162086044933,-0.9750370418053766,14.08186176793474,0.9,63.6,36.4,94.30000000000001
forex,20,5,284,-2.593442164624145,27.731301612407492,-0.9352039081583503,13.505832361022756,0.2,10.700000000000001,89.30000000000001,88.10000000000001
forex,20,6,428,-3.370564012900126,34.204990073200634,-0.9854012545207371,18.428147431258218,6.6000000000000005,70.10000000000001,29.900000000000002,80.4
forex,20,7,449,-2.018170147195582,20.7039712764456,-0.9747744141683603,10.898774160779823,0.0,84.0,16.0,83.5
forex,20,8,409,-1.0418168228693834,13.463929362957629,-0.7737836368450219,7.167935242254606,60.6,38.5,61.5,56.1
forex,20,9,538,-3.3174937651720233,32.89478460441262,-1.00851664027221,15.318513065629041,0.0,96.7,3.3000000000000003,99.2
forex,20,10,415,-3.093145149489976,33.12391142761578,-0.9338103551717584,21.30135388977504,82.80000000000001,8.9,91.10000000000001,5.9
forex,20,11,389,0.5609429192683494,3.6261706285364426,1.5469291898565494,1.4795993102669416,13.8,55.5,55.5,47.7
forex,20,12,400,0.30638342103570115,6.9391827165283075,0.44152666611001945,2.544429469669284,26.8,10.3,10.3,28.700000000000003
forex,20,13,413,-1.839618607849897,19.944626211987497,-0.9223630406992609,9.242415817182732,40.6,59.0,41.0,92.9
forex,20,14,495,-2.2080185026926396,22.529664959379488,-0.980049417811428,14.418815997057573,0.4,87.7,12.3,35.6
forex,20,15,457,-1.7874414507213805,19.978847746412384,-0.8946669364565094,9.389196235538325,10.100000000000001,35.300000000000004,64.7,85.4
commodity,10,1,173,-120.10268081764266,1190.7377311764267,-1.008640926318707,752.3768115975923,2.9000000000000004,76.7,23.200000000000003,30.1
commodity,10,2,168,67.14001651011883,207.55339742845035,3.2348310045497537,85.2622227899785,29.900000000000002,97.60000000000001,97.60000000000001,95.2
commodity,10,3,262,89.60554418238974,524.3215328121603,1.7089808175871957,253.4906641499606,7.4,31.5,31.5,15.200000000000001
commodity,10,4,232,43.045669477596185,431.2599477595959,0.9981374273502399,198.40259967940125,0.4,69.10000000000001,69.10000000000001,56.300000000000004
commodity,10,5,188,149.86619762344887,335.9878943508893,4.4604642055030705,135.49899268707344,14.100000000000001,11.700000000000001,11.700000000000001,5.1000000000000005
commodity,10,6,190,-23.46661577650602,764.0794871015282,-0.3071227034967876,437.95247420825933,4.4,23.5,76.5,16.400000000000002
commodity,10,7,156,-41.205151293281006,599.3849134013846,-0.6874572644721796,333.5913543379635,42.900000000000006,34.9,65.10000000000001,37.6
commodity,10,8,224,-60.64289826055372,798.084370433484,-0.7598557308873896,425.55474568942736,3.8000000000000003,47.400000000000006,52.6,59.300000000000004
commodity,10,9,514,-30.773585653337115,1177.1825058352947,-0.261417286621169,468.12051779582407,89.80000000000001,12.600000000000001,87.4,47.2
